datum,imputerad,lower_95,upper_95
2024-10-01,3.282093005854641,2.448476815839631,4.115709195869651
2024-11-01,3.282093005865575,2.448476815796056,4.115709195935094
2024-12-01,3.2820930058765088,2.448476815752481,4.1157091960005365
2025-01-01,3.2820930058874427,2.448476815708906,4.115709196065979
2025-02-01,3.2820930058983766,2.448476815665331,4.115709196131422
2025-03-01,3.2820930059093105,2.4484768156217562,4.115709196196865
2025-04-01,3.2820930059202444,2.4484768155781813,4.115709196262308
2025-05-01,3.2820930059311784,2.4484768155346064,4.11570919632775
2025-06-01,3.2820930059421123,2.4484768154910315,4.115709196393193
2025-07-01,3.282093005953046,2.4484768154474565,4.115709196458636
2025-08-01,3.28209300596398,2.4484768154038816,4.115709196524079
2025-09-01,3.282093005974914,2.4484768153603067,4.115709196589521
2025-10-01,3.282093005985848,2.448476815316732,4.115709196654964
2025-11-01,3.282093005996782,2.4484768152731564,4.115709196720407
2025-12-01,3.282093006007716,2.4484768152295815,4.11570919678585
2026-01-01,3.2820930060186497,2.4484768151860066,4.115709196851292
2026-02-01,3.2820930060295836,2.4484768151424317,4.115709196916736
2026-03-01,3.2820930060405176,2.4484768150988567,4.115709196982179
2026-04-01,3.2820930060514515,2.448476815055282,4.115709197047622
2026-05-01,3.2820930060623854,2.448476815011707,4.115709197113064
2026-06-01,3.2820930060733193,2.448476814968132,4.115709197178507
2026-07-01,3.2820930060842533,2.4484768149245566,4.11570919724395
2026-08-01,3.282093006095187,2.4484768148809817,4.115709197309393
2026-09-01,3.282093006106121,2.4484768148374068,4.115709197374835
2026-10-01,3.282093006117055,2.448476814793832,4.115709197440278
2026-11-01,3.282093006127989,2.448476814750257,4.115709197505721
2026-12-01,3.282093006138923,2.448476814706682,4.115709197571164
2027-01-01,3.2820930061498568,2.448476814663107,4.1157091976366065
2027-02-01,3.2820930061607907,2.448476814619532,4.115709197702049
2027-03-01,3.282093006171725,2.4484768145759577,4.115709197767492
2027-04-01,3.282093006182659,2.4484768145323828,4.115709197832935
2027-05-01,3.282093006193593,2.448476814488808,4.1157091978983775
2027-06-01,3.282093006204527,2.448476814445233,4.11570919796382
2027-07-01,3.2820930062154607,2.448476814401658,4.115709198029263
2027-08-01,3.2820930062263947,2.448476814358083,4.115709198094707
2027-09-01,3.2820930062373286,2.448476814314508,4.1157091981601495
2027-10-01,3.2820930062482625,2.448476814270933,4.115709198225592
2027-11-01,3.2820930062591964,2.4484768142273583,4.115709198291035
2027-12-01,3.2820930062701303,2.4484768141837834,4.115709198356478
2028-01-01,3.2820930062810643,2.448476814140208,4.1157091984219205
2028-02-01,3.282093006291998,2.448476814096633,4.115709198487363
2028-03-01,3.282093006302932,2.448476814053058,4.115709198552806
2028-04-01,3.282093006313866,2.4484768140094832,4.115709198618249
2028-05-01,3.2820930063248,2.4484768139659083,4.115709198683692
2028-06-01,3.282093006335734,2.4484768139223334,4.115709198749134
